Product_Identifier,Supermarket_Identifier,Product_Supermarket_Identifier,Product_Weight,Product_Fat_Content,Product_Shelf_Visibility,Product_Type,Product_Price,Supermarket_Opening_Year,Supermarket _Size,Supermarket_Location_Type,Supermarket_Type,Product_Supermarket_Sales
DRF49,CHUKWUDI046,DRF49_CHUKWUDI046,7.27,Low Fat,0.071077939,Soft Drinks,285.63,2004,Small,Cluster 1,Supermarket Type1,6546.48
DRF49,CHUKWUDI049,DRF49_CHUKWUDI049,7.27,Low Fat,0.071188446,Soft Drinks,279.88,2006,Medium,Cluster 1,Supermarket Type1,2846.3
DRF60,CHUKWUDI017,DRF60_CHUKWUDI017,10.8,Low Fat,0.052363244,Soft Drinks,591.39,2014,,Cluster 2,Supermarket Type1,13109.6
DRF60,CHUKWUDI045,DRF60_CHUKWUDI045,10.8,Low Fat,0.052174319,Soft Drinks,600.89,2009,,Cluster 2,Supermarket Type1,10726.04
DRG01,CHUKWUDI013,DRG01_CHUKWUDI013,14.8,Low Fat,0.044840933,Soft Drinks,195.92,1994,High,Cluster 3,Supermarket Type1,2297.01
DRG03,CHUKWUDI010,DRG03_CHUKWUDI010,14.5,Low Fat,0.103752817,Dairy,388,2005,,Cluster 3,Grocery Store,769
DRG03,CHUKWUDI013,DRG03_CHUKWUDI013,14.5,Low Fat,0.061934991,Dairy,386.25,1994,High,Cluster 3,Supermarket Type1,4229.49
DRG03,CHUKWUDI018,DRG03_CHUKWUDI018,14.5,Low Fat,0.062239081,Dairy,385.75,2016,Medium,Cluster 3,Supermarket Type2,4229.49
DRG03,CHUKWUDI027,DRG03_CHUKWUDI027,,Low Fat,0.061686402,Dairy,385,1992,Medium,Cluster 3,Supermarket Type3,13072.98
DRG03,CHUKWUDI046,DRG03_CHUKWUDI046,14.5,Low Fat,0.061986574,Dairy,382.75,2004,Small,Cluster 1,Supermarket Type1,12303.98
DRG11,CHUKWUDI010,DRG11_CHUKWUDI010,6.385,Low Fat,0.14032811,Hard Drinks,272.9,2005,,Cluster 3,Grocery Store,269.65
DRG11,CHUKWUDI013,DRG11_CHUKWUDI013,6.385,Low Fat,0.083768522,Hard Drinks,274.65,1994,High,Cluster 3,Supermarket Type1,8089.47
DRG11,CHUKWUDI018,DRG11_CHUKWUDI018,6.385,Low Fat,0.084179812,Hard Drinks,272.65,2016,Medium,Cluster 3,Supermarket Type2,4853.68
DRG11,CHUKWUDI046,DRG11_CHUKWUDI046,6.385,Low Fat,0,Hard Drinks,272.4,2004,Small,Cluster 1,Supermarket Type1,2966.14
DRG13,CHUKWUDI013,DRG13_CHUKWUDI013,17.25,Low Fat,0.037155206,Soft Drinks,416.13,1994,High,Cluster 3,Supermarket Type1,9456.02
DRG13,CHUKWUDI017,DRG13_CHUKWUDI017,17.25,Low Fat,0.037396492,Soft Drinks,414.13,2014,,Cluster 2,Supermarket Type1,4522.45
DRG13,CHUKWUDI018,DRG13_CHUKWUDI018,17.25,Low Fat,0.037337632,Soft Drinks,409.38,2016,Medium,Cluster 3,Supermarket Type2,8222.63
DRG13,CHUKWUDI027,DRG13_CHUKWUDI027,,Low Fat,0.037006076,Soft Drinks,411.88,1992,Medium,Cluster 3,Supermarket Type3,10278.29
DRG13,CHUKWUDI035,DRG13_CHUKWUDI035,17.25,Low Fat,0.03717912,Soft Drinks,406.38,2011,Small,Cluster 2,Supermarket Type1,14800.73
DRG15,CHUKWUDI013,DRG15_CHUKWUDI013,6.13,Low Fat,0,Dairy,150.38,1994,High,Cluster 3,Supermarket Type1,2756.41
DRG23,CHUKWUDI013,DRG23_CHUKWUDI013,8.88,Low Fat,0.086708987,Hard Drinks,379.42,1994,High,Cluster 3,Supermarket Type1,1905.85
DRG23,CHUKWUDI018,DRG23_CHUKWUDI018,8.88,Low Fat,0,Hard Drinks,385.17,2016,Medium,Cluster 3,Supermarket Type2,7242.24
DRG23,CHUKWUDI027,DRG23_CHUKWUDI027,,Low Fat,0.086360962,Hard Drinks,378.17,1992,Medium,Cluster 3,Supermarket Type3,6098.73
DRG23,CHUKWUDI035,DRG23_CHUKWUDI035,8.88,Low Fat,0.086764795,Hard Drinks,384.67,2011,Small,Cluster 2,Supermarket Type1,4574.05
DRG23,CHUKWUDI045,DRG23_CHUKWUDI045,8.88,Low Fat,0.086957199,Hard Drinks,381.42,2009,,Cluster 2,Supermarket Type1,3430.53
DRG23,CHUKWUDI046,DRG23_CHUKWUDI046,8.88,Low Fat,0.086781204,Hard Drinks,380.67,2004,Small,Cluster 1,Supermarket Type1,4574.05
DRG23,CHUKWUDI049,DRG23_CHUKWUDI049,8.88,Low Fat,0.086916126,Hard Drinks,383.42,2006,Medium,Cluster 1,Supermarket Type1,3049.36
DRG25,CHUKWUDI035,DRG25_CHUKWUDI035,10.5,Low Fat,0.019046089,Soft Drinks,471.06,2011,Small,Cluster 2,Supermarket Type1,5592.72
DRG36,CHUKWUDI027,DRG36_CHUKWUDI027,,Ultra Low fat,0.094916347,Soft Drinks,430.78,1992,Medium,Cluster 3,Supermarket Type3,10694.41
DRG36,CHUKWUDI035,DRG36_CHUKWUDI035,14.15,Ultra Low fat,0.095360186,Soft Drinks,430.78,2011,Small,Cluster 2,Supermarket Type1,8127.75
DRG36,CHUKWUDI045,DRG36_CHUKWUDI045,14.15,Low Fat,0.09557165,Soft Drinks,427.53,2009,,Cluster 2,Supermarket Type1,10266.64
DRG36,CHUKWUDI046,DRG36_CHUKWUDI046,14.15,Low Fat,0.095378221,Soft Drinks,426.28,2004,Small,Cluster 1,Supermarket Type1,5988.87
DRG37,CHUKWUDI013,DRG37_CHUKWUDI013,16.2,Low Fat,0.019362306,Soft Drinks,386.74,1994,High,Cluster 3,Supermarket Type1,4284.42
DRG37,CHUKWUDI018,DRG37_CHUKWUDI018,16.2,Low Fat,0.019457372,Soft Drinks,384.99,2016,Medium,Cluster 3,Supermarket Type2,3115.94
DRG37,CHUKWUDI019,DRG37_CHUKWUDI019,,Ultra Low fat,0.033929133,Soft Drinks,385.99,1992,Small,Cluster 1,Grocery Store,778.99
DRG37,CHUKWUDI035,DRG37_CHUKWUDI035,16.2,Low Fat,0.019374768,Soft Drinks,389.74,2011,Small,Cluster 2,Supermarket Type1,5063.41
DRG37,CHUKWUDI045,DRG37_CHUKWUDI045,16.2,Low Fat,0.019417732,Soft Drinks,384.49,2009,,Cluster 2,Supermarket Type1,3505.44
DRG37,CHUKWUDI046,DRG37_CHUKWUDI046,16.2,Low Fat,0.019378432,Soft Drinks,391.24,2004,Small,Cluster 1,Supermarket Type1,2726.45
DRG37,CHUKWUDI049,DRG37_CHUKWUDI049,16.2,Low Fat,0.01940856,Soft Drinks,391.99,2006,Medium,Cluster 1,Supermarket Type1,9347.83
DRG48,CHUKWUDI018,DRG48_CHUKWUDI018,5.78,Low Fat,0.014614357,Soft Drinks,368.28,2016,Medium,Cluster 3,Supermarket Type2,5832.41
DRG48,CHUKWUDI027,DRG48_CHUKWUDI027,,Low Fat,0.014484582,Soft Drinks,359.78,1992,Medium,Cluster 3,Supermarket Type3,7655.04
DRG48,CHUKWUDI045,DRG48_CHUKWUDI045,5.78,Low Fat,0.014584584,Soft Drinks,365.78,2009,,Cluster 2,Supermarket Type1,5467.88
DRG48,CHUKWUDI046,DRG48_CHUKWUDI046,5.78,Low Fat,0.014555066,Soft Drinks,363.03,2004,Small,Cluster 1,Supermarket Type1,7655.04
DRG48,CHUKWUDI049,DRG48_CHUKWUDI049,5.78,Low Fat,0.014577695,Soft Drinks,368.03,2006,Medium,Cluster 1,Supermarket Type1,4738.83
DRG49,CHUKWUDI017,DRG49_CHUKWUDI017,7.81,Low Fat,0.067836851,Soft Drinks,615.37,2014,,Cluster 2,Supermarket Type1,13439.17
DRG49,CHUKWUDI027,DRG49_CHUKWUDI027,,Low Fat,0.067128641,Soft Drinks,607.12,1992,Medium,Cluster 3,Supermarket Type3,8552.2
DRG49,CHUKWUDI045,DRG49_CHUKWUDI045,7.81,Low Fat,0.067592098,Soft Drinks,615.12,2009,,Cluster 2,Supermarket Type1,17715.27
DRG51,CHUKWUDI010,DRG51_CHUKWUDI010,12.1,Low Fat,0.019314961,Dairy,411.63,2005,,Cluster 3,Grocery Store,1644.53
DRG51,CHUKWUDI017,DRG51_CHUKWUDI017,12.1,Low Fat,0.011604894,Dairy,415.13,2014,,Cluster 2,Supermarket Type1,3700.18
DRG51,CHUKWUDI045,DRG51_CHUKWUDI045,12.1,Low Fat,0.011563024,Dairy,412.38,2009,,Cluster 2,Supermarket Type1,5755.84
DRG51,CHUKWUDI046,DRG51_CHUKWUDI046,12.1,Low Fat,0.011539622,Dairy,408.88,2004,Small,Cluster 1,Supermarket Type1,5755.84
DRG51,CHUKWUDI049,DRG51_CHUKWUDI049,12.1,Low Fat,0.011557563,Dairy,413.38,2006,Medium,Cluster 1,Supermarket Type1,8633.76
DRH01,CHUKWUDI017,DRH01_CHUKWUDI017,17.5,Low Fat,0.098457814,Soft Drinks,429.43,2014,,Cluster 2,Supermarket Type1,6082.08
DRH01,CHUKWUDI019,DRH01_CHUKWUDI019,,Low Fat,0.171417316,Soft Drinks,432.68,1992,Small,Cluster 1,Grocery Store,868.87
DRH01,CHUKWUDI027,DRH01_CHUKWUDI027,,Low Fat,0.097429924,Soft Drinks,432.18,1992,Medium,Cluster 3,Supermarket Type3,9123.12
DRH01,CHUKWUDI045,DRH01_CHUKWUDI045,17.5,Low Fat,0.098102581,Soft Drinks,432.43,2009,,Cluster 2,Supermarket Type1,10860.86
DRH01,CHUKWUDI046,DRH01_CHUKWUDI046,17.5,Low Fat,0.097904029,Soft Drinks,437.18,2004,Small,Cluster 1,Supermarket Type1,5213.21
DRH03,CHUKWUDI010,DRH03_CHUKWUDI010,17.25,Low Fat,0.05869048,Dairy,229.03,2005,,Cluster 3,Grocery Store,233.03
DRH03,CHUKWUDI046,DRH03_CHUKWUDI046,17.25,Low Fat,0.035064318,Dairy,231.03,2004,Small,Cluster 1,Supermarket Type1,3262.42
DRH03,CHUKWUDI049,DRH03_CHUKWUDI049,17.25,Low Fat,0.035118834,Dairy,233.53,2006,Medium,Cluster 1,Supermarket Type1,2330.3
DRH11,CHUKWUDI013,DRH11_CHUKWUDI013,5.98,Low Fat,0.075495088,Hard Drinks,138.4,1994,High,Cluster 3,Supermarket Type1,1243.38
DRH13,CHUKWUDI013,DRH13_CHUKWUDI013,8.575,Low Fat,0.023866079,Soft Drinks,267.82,1994,High,Cluster 3,Supermarket Type1,2396.88
DRH13,CHUKWUDI018,DRH13_CHUKWUDI018,8.575,Low Fat,0.023983258,Soft Drinks,265.82,2016,Medium,Cluster 3,Supermarket Type2,2396.88
DRH13,CHUKWUDI046,DRH13_CHUKWUDI046,8.575,Low Fat,0.023885957,Soft Drinks,266.57,2004,Small,Cluster 1,Supermarket Type1,2396.88
DRH15,CHUKWUDI013,DRH15_CHUKWUDI013,8.775,Low Fat,0,Dairy,114.86,1994,High,Cluster 3,Supermarket Type1,1977.43
DRH23,CHUKWUDI013,DRH23_CHUKWUDI013,14.65,Low Fat,0.170176516,Hard Drinks,138.15,1994,High,Cluster 3,Supermarket Type1,1796
DRH25,CHUKWUDI010,DRH25_CHUKWUDI010,18.7,Low Fat,0.02442574,Soft Drinks,132.33,2005,,Cluster 3,Grocery Store,129.83
DRH25,CHUKWUDI013,DRH25_CHUKWUDI013,18.7,Low Fat,0.014580886,Soft Drinks,125.58,1994,High,Cluster 3,Supermarket Type1,1557.97
DRH36,CHUKWUDI013,DRH36_CHUKWUDI013,16.2,Low Fat,0,Soft Drinks,183.67,1994,High,Cluster 3,Supermarket Type1,5219.87
DRH37,CHUKWUDI013,DRH37_CHUKWUDI013,17.6,Low Fat,0.041581725,Soft Drinks,408.38,1994,High,Cluster 3,Supermarket Type1,8633.76
DRH37,CHUKWUDI017,DRH37_CHUKWUDI017,17.6,Low Fat,0.041851756,Soft Drinks,406.88,2014,,Cluster 2,Supermarket Type1,7811.5
DRH37,CHUKWUDI019,DRH37_CHUKWUDI019,,Low Fat,0.072864869,Soft Drinks,413.13,1992,Small,Cluster 1,Grocery Store,2055.66
DRH37,CHUKWUDI035,DRH37_CHUKWUDI035,17.6,Low Fat,0.041608488,Soft Drinks,413.63,2011,Small,Cluster 2,Supermarket Type1,4111.32
DRH37,CHUKWUDI045,DRH37_CHUKWUDI045,17.6,Low Fat,0.041700756,Soft Drinks,412.13,2009,,Cluster 2,Supermarket Type1,5755.84
DRH37,CHUKWUDI049,DRH37_CHUKWUDI049,17.6,Low Fat,0.041681059,Soft Drinks,410.63,2006,Medium,Cluster 1,Supermarket Type1,3289.05
DRH39,CHUKWUDI013,DRH39_CHUKWUDI013,20.7,Low Fat,0.09261307,Dairy,190.92,1994,High,Cluster 3,Supermarket Type1,765.67
DRH49,CHUKWUDI013,DRH49_CHUKWUDI013,19.7,Low Fat,0.024635077,Soft Drinks,210.4,1994,High,Cluster 3,Supermarket Type1,2683.17
DRH51,CHUKWUDI013,DRH51_CHUKWUDI013,17.6,Low Fat,0.097135675,Dairy,223.46,1994,High,Cluster 3,Supermarket Type1,3295.71
DRH59,CHUKWUDI010,DRH59_CHUKWUDI010,10.8,Ultra Low fat,0.097805615,Hard Drinks,184.85,2005,,Cluster 3,Grocery Store,183.1
DRI01,CHUKWUDI010,DRI01_CHUKWUDI010,7.97,Low Fat,0.057667173,Soft Drinks,430.36,2005,,Cluster 3,Grocery Store,1293.32
DRI01,CHUKWUDI017,DRI01_CHUKWUDI017,7.97,Low Fat,0.034647829,Soft Drinks,428.11,2014,,Cluster 2,Supermarket Type1,7759.9
DRI01,CHUKWUDI018,DRI01_CHUKWUDI018,7.97,Low Fat,0,Soft Drinks,430.11,2016,Medium,Cluster 3,Supermarket Type2,14226.48
DRI01,CHUKWUDI027,DRI01_CHUKWUDI027,,Low Fat,0.034286109,Soft Drinks,432.86,1992,Medium,Cluster 3,Supermarket Type3,12502.06
DRI01,CHUKWUDI045,DRI01_CHUKWUDI045,7.97,Low Fat,0,Soft Drinks,434.36,2009,,Cluster 2,Supermarket Type1,6897.69
DRI01,CHUKWUDI046,DRI01_CHUKWUDI046,7.97,Low Fat,0.034452949,Soft Drinks,435.11,2004,Small,Cluster 1,Supermarket Type1,6466.58
DRI03,CHUKWUDI017,DRI03_CHUKWUDI017,6.03,Low Fat,0.022832115,Dairy,441.76,2014,,Cluster 2,Supermarket Type1,3542.06
DRI03,CHUKWUDI018,DRI03_CHUKWUDI018,6.03,Low Fat,0.022796178,Dairy,445.26,2016,Medium,Cluster 3,Supermarket Type2,3542.06
DRI03,CHUKWUDI019,DRI03_CHUKWUDI019,,Low Fat,0.039751236,Dairy,442.26,1992,Small,Cluster 1,Grocery Store,1771.03
DRI03,CHUKWUDI027,DRI03_CHUKWUDI027,,Low Fat,0,Dairy,438.26,1992,Medium,Cluster 3,Supermarket Type3,9297.9
DRI03,CHUKWUDI035,DRI03_CHUKWUDI035,6.03,Low Fat,0.0226994,Dairy,441.01,2011,Small,Cluster 2,Supermarket Type1,10626.17
DRI03,CHUKWUDI046,DRI03_CHUKWUDI046,6.03,Low Fat,0.022703693,Dairy,444.76,2004,Small,Cluster 1,Supermarket Type1,11954.44
DRI03,CHUKWUDI049,DRI03_CHUKWUDI049,6.03,Low Fat,0,Dairy,437.76,2006,Medium,Cluster 1,Supermarket Type1,3984.81
DRI11,CHUKWUDI010,DRI11_CHUKWUDI010,8.26,Low Fat,0.057585723,Hard Drinks,284.46,2005,,Cluster 3,Grocery Store,287.96
DRI11,CHUKWUDI018,DRI11_CHUKWUDI018,8.26,Low Fat,0.034544435,Hard Drinks,290.21,2016,Medium,Cluster 3,Supermarket Type2,3167.54
DRI11,CHUKWUDI019,DRI11_CHUKWUDI019,,Low Fat,0.060237465,Hard Drinks,289.96,1992,Small,Cluster 1,Grocery Store,863.88
DRI11,CHUKWUDI049,DRI11_CHUKWUDI049,8.26,Low Fat,0.034457776,Hard Drinks,283.46,2006,Medium,Cluster 1,Supermarket Type1,5183.25
DRI13,CHUKWUDI017,DRI13_CHUKWUDI017,15.35,Low Fat,0.020441939,Soft Drinks,541.13,2014,,Cluster 2,Supermarket Type1,13565.68
DRI23,CHUKWUDI017,DRI23_CHUKWUDI017,18.85,Low Fat,0.137972993,Hard Drinks,396.14,2014,,Cluster 2,Supermarket Type1,3610.3
DRI23,CHUKWUDI018,DRI23_CHUKWUDI018,18.85,Low Fat,0.137755834,Hard Drinks,404.64,2016,Medium,Cluster 3,Supermarket Type2,8825.18
DRI23,CHUKWUDI027,DRI23_CHUKWUDI027,,Low Fat,0.136532569,Hard Drinks,399.14,1992,Medium,Cluster 3,Supermarket Type3,7220.6
DRI23,CHUKWUDI035,DRI23_CHUKWUDI035,18.85,Low Fat,0,Hard Drinks,405.14,2011,Small,Cluster 2,Supermarket Type1,8022.89
DRI23,CHUKWUDI045,DRI23_CHUKWUDI045,18.85,Low Fat,0.13747519,Hard Drinks,396.64,2009,,Cluster 2,Supermarket Type1,8424.03
DRI23,CHUKWUDI049,DRI23_CHUKWUDI049,18.85,Low Fat,0.137410256,Hard Drinks,404.39,2006,Medium,Cluster 1,Supermarket Type1,4011.45
DRI25,CHUKWUDI010,DRI25_CHUKWUDI010,19.6,Low Fat,0.056744064,Soft Drinks,139.15,2005,,Cluster 3,Grocery Store,414.46
DRI25,CHUKWUDI013,DRI25_CHUKWUDI013,19.6,Low Fat,0.03387323,Soft Drinks,140.4,1994,High,Cluster 3,Supermarket Type1,2072.3
DRI37,CHUKWUDI010,DRI37_CHUKWUDI010,15.85,Low Fat,0.180096791,Soft Drinks,143.48,2005,,Cluster 3,Grocery Store,292.95
DRI39,CHUKWUDI010,DRI39_CHUKWUDI010,13.8,Low Fat,0.162462044,Dairy,139.73,2005,,Cluster 3,Grocery Store,565.93
DRI47,CHUKWUDI010,DRI47_CHUKWUDI010,14.7,Low Fat,0.035016091,Hard Drinks,360.78,2005,,Cluster 3,Grocery Store,1078.6
DRI47,CHUKWUDI013,DRI47_CHUKWUDI013,14.7,Low Fat,0.02090277,Hard Drinks,361.28,1994,High,Cluster 3,Supermarket Type1,8269.24
DRI47,CHUKWUDI018,DRI47_CHUKWUDI018,14.7,Low Fat,0.021005399,Hard Drinks,361.28,2016,Medium,Cluster 3,Supermarket Type2,6471.58
DRI47,CHUKWUDI035,DRI47_CHUKWUDI035,14.7,Low Fat,0.020916223,Hard Drinks,354.53,2011,Small,Cluster 2,Supermarket Type1,4673.92
DRI47,CHUKWUDI046,DRI47_CHUKWUDI046,14.7,Low Fat,0.020920179,Hard Drinks,359.53,2004,Small,Cluster 1,Supermarket Type1,7550.17
DRI47,CHUKWUDI049,DRI47_CHUKWUDI049,14.7,Low Fat,0.020952705,Hard Drinks,358.78,2006,Medium,Cluster 1,Supermarket Type1,6112.04
DRI51,CHUKWUDI010,DRI51_CHUKWUDI010,17.25,Low Fat,0.070703828,Dairy,425.94,2005,,Cluster 3,Grocery Store,858.88
DRI51,CHUKWUDI017,DRI51_CHUKWUDI017,17.25,Low Fat,0.042480566,Dairy,433.69,2014,,Cluster 2,Supermarket Type1,6012.17
DRI51,CHUKWUDI018,DRI51_CHUKWUDI018,17.25,Low Fat,0.042413704,Dairy,432.94,2016,Medium,Cluster 3,Supermarket Type2,11165.47
DRI51,CHUKWUDI027,DRI51_CHUKWUDI027,,Low Fat,0.042037073,Dairy,431.69,1992,Medium,Cluster 3,Supermarket Type3,15459.88
DRI51,CHUKWUDI035,DRI51_CHUKWUDI035,17.25,Low Fat,0.042233642,Dairy,433.44,2011,Small,Cluster 2,Supermarket Type1,5153.29
DRI51,CHUKWUDI045,DRI51_CHUKWUDI045,17.25,Ultra Low fat,0,Dairy,428.94,2009,,Cluster 2,Supermarket Type1,11594.91
DRI59,CHUKWUDI017,DRI59_CHUKWUDI017,9.5,Low Fat,0.041065647,Hard Drinks,558.77,2014,,Cluster 2,Supermarket Type1,11744.71
DRI59,CHUKWUDI027,DRI59_CHUKWUDI027,,Low Fat,0.040636926,Hard Drinks,561.52,1992,Medium,Cluster 3,Supermarket Type3,11185.44
DRJ01,CHUKWUDI010,DRJ01_CHUKWUDI010,6.135,Low Fat,0.192540665,Soft Drinks,400.56,2005,,Cluster 3,Grocery Store,805.62
DRJ01,CHUKWUDI018,DRJ01_CHUKWUDI018,6.135,Low Fat,0.115500999,Soft Drinks,402.81,2016,Medium,Cluster 3,Supermarket Type2,1611.24
DRJ01,CHUKWUDI027,DRJ01_CHUKWUDI027,,Low Fat,0.114475357,Soft Drinks,402.31,1992,Medium,Cluster 3,Supermarket Type3,5639.33
DRJ01,CHUKWUDI035,DRJ01_CHUKWUDI035,6.135,Low Fat,0.115010655,Soft Drinks,403.81,2011,Small,Cluster 2,Supermarket Type1,3222.47
DRJ01,CHUKWUDI045,DRJ01_CHUKWUDI045,6.135,Low Fat,0.115265695,Soft Drinks,401.31,2009,,Cluster 2,Supermarket Type1,5236.52
DRJ01,CHUKWUDI046,DRJ01_CHUKWUDI046,6.135,Low Fat,0.115032406,Soft Drinks,402.56,2004,Small,Cluster 1,Supermarket Type1,3222.47
DRJ11,CHUKWUDI017,DRJ11_CHUKWUDI017,9.5,Low Fat,0,Hard Drinks,472.47,2014,,Cluster 2,Supermarket Type1,3309.03
DRJ11,CHUKWUDI018,DRJ11_CHUKWUDI018,9.5,Low Fat,0.085437778,Hard Drinks,471.22,2016,Medium,Cluster 3,Supermarket Type2,8981.64
DRJ11,CHUKWUDI035,DRJ11_CHUKWUDI035,9.5,Low Fat,0.085075063,Hard Drinks,472.72,2011,Small,Cluster 2,Supermarket Type1,9927.08
DRJ11,CHUKWUDI045,DRJ11_CHUKWUDI045,9.5,Low Fat,0,Hard Drinks,477.47,2009,,Cluster 2,Supermarket Type1,7563.49
DRJ11,CHUKWUDI049,DRJ11_CHUKWUDI049,9.5,Low Fat,0.085223447,Hard Drinks,473.22,2006,Medium,Cluster 1,Supermarket Type1,15126.98
DRJ13,CHUKWUDI010,DRJ13_CHUKWUDI010,12.65,Low Fat,0.105265475,Soft Drinks,399.89,2005,,Cluster 3,Grocery Store,2406.87
DRJ13,CHUKWUDI013,DRJ13_CHUKWUDI013,12.65,Low Fat,0.062837968,Soft Drinks,403.89,1994,High,Cluster 3,Supermarket Type1,6017.17
DRJ13,CHUKWUDI017,DRJ13_CHUKWUDI017,12.65,Low Fat,0.063246037,Soft Drinks,398.14,2014,,Cluster 2,Supermarket Type1,6017.17
DRJ13,CHUKWUDI018,DRJ13_CHUKWUDI018,12.65,Low Fat,0.063146492,Soft Drinks,399.14,2016,Medium,Cluster 3,Supermarket Type2,2406.87
DRJ13,CHUKWUDI035,DRJ13_CHUKWUDI035,12.65,Low Fat,0.062878412,Soft Drinks,402.39,2011,Small,Cluster 2,Supermarket Type1,10830.9
DRJ13,CHUKWUDI045,DRJ13_CHUKWUDI045,12.65,Ultra Low fat,0.063017847,Soft Drinks,397.64,2009,,Cluster 2,Supermarket Type1,5214.88
DRJ23,CHUKWUDI017,DRJ23_CHUKWUDI017,18.35,Low Fat,0.041904578,Hard Drinks,470.47,2014,,Cluster 2,Supermarket Type1,10399.8
DRJ23,CHUKWUDI027,DRJ23_CHUKWUDI027,,Low Fat,0,Hard Drinks,470.47,1992,Medium,Cluster 3,Supermarket Type3,8036.21
DRJ23,CHUKWUDI045,DRJ23_CHUKWUDI045,18.35,Low Fat,0.041753387,Hard Drinks,469.22,2009,,Cluster 2,Supermarket Type1,7090.77
DRJ24,CHUKWUDI017,DRJ24_CHUKWUDI017,11.8,Low Fat,0.11397026,Soft Drinks,462.98,2014,,Cluster 2,Supermarket Type1,6478.23
DRJ24,CHUKWUDI018,DRJ24_CHUKWUDI018,11.8,Low Fat,0.113790879,Soft Drinks,463.48,2016,Medium,Cluster 3,Supermarket Type2,925.46
DRJ24,CHUKWUDI019,DRJ24_CHUKWUDI019,,Low Fat,0.198424841,Soft Drinks,463.23,1992,Small,Cluster 1,Grocery Store,925.46
DRJ24,CHUKWUDI035,DRJ24_CHUKWUDI035,11.8,Low Fat,0.113307794,Soft Drinks,467.73,2011,Small,Cluster 2,Supermarket Type1,4627.31
DRJ24,CHUKWUDI045,DRJ24_CHUKWUDI045,11.8,Low Fat,0.113559058,Soft Drinks,460.73,2009,,Cluster 2,Supermarket Type1,4627.31
DRJ24,CHUKWUDI049,DRJ24_CHUKWUDI049,11.8,Low Fat,0.11350542,Soft Drinks,467.23,2006,Medium,Cluster 1,Supermarket Type1,7403.7
DRJ35,CHUKWUDI013,DRJ35_CHUKWUDI013,10.1,Low Fat,0.046545786,Hard Drinks,149.97,1994,High,Cluster 3,Supermarket Type1,1211.76
DRJ37,CHUKWUDI017,DRJ37_CHUKWUDI017,10.8,Low Fat,0.061446997,Soft Drinks,376.01,2014,,Cluster 2,Supermarket Type1,7210.61
DRJ37,CHUKWUDI027,DRJ37_CHUKWUDI027,,Low Fat,0.060805497,Soft Drinks,377.01,1992,Medium,Cluster 3,Supermarket Type3,8349.13
DRJ37,CHUKWUDI046,DRJ37_CHUKWUDI046,10.8,Low Fat,0.061101383,Soft Drinks,379.76,2004,Small,Cluster 1,Supermarket Type1,6451.6
DRJ39,CHUKWUDI027,DRJ39_CHUKWUDI027,,Low Fat,0.036150153,Dairy,548.87,1992,Medium,Cluster 3,Supermarket Type3,14238.13
DRJ39,CHUKWUDI035,DRJ39_CHUKWUDI035,20.25,Low Fat,0.036319195,Dairy,548.37,2011,Small,Cluster 2,Supermarket Type1,12595.27
DRJ39,CHUKWUDI045,DRJ39_CHUKWUDI045,20.25,Low Fat,0.036399734,Dairy,548.37,2009,,Cluster 2,Supermarket Type1,20809.58
DRJ47,CHUKWUDI018,DRJ47_CHUKWUDI018,18.25,Low Fat,0.044430561,Hard Drinks,435.52,2016,Medium,Cluster 3,Supermarket Type2,6491.55
DRJ47,CHUKWUDI027,DRJ47_CHUKWUDI027,,Low Fat,0.04403602,Hard Drinks,433.27,1992,Medium,Cluster 3,Supermarket Type3,16878.03
DRJ47,CHUKWUDI046,DRJ47_CHUKWUDI046,18.25,Low Fat,0.044250304,Hard Drinks,436.77,2004,Small,Cluster 1,Supermarket Type1,6058.78
DRJ49,CHUKWUDI013,DRJ49_CHUKWUDI013,6.865,Low Fat,0,Soft Drinks,324.91,1994,High,Cluster 3,Supermarket Type1,5812.43
DRJ49,CHUKWUDI017,DRJ49_CHUKWUDI017,6.865,Low Fat,0.014072399,Soft Drinks,318.41,2014,,Cluster 2,Supermarket Type1,4197.87
DRJ49,CHUKWUDI018,DRJ49_CHUKWUDI018,6.865,Low Fat,0.01405025,Soft Drinks,322.41,2016,Medium,Cluster 3,Supermarket Type2,4197.87
DRJ49,CHUKWUDI035,DRJ49_CHUKWUDI035,6.865,Low Fat,0.013990601,Soft Drinks,319.16,2011,Small,Cluster 2,Supermarket Type1,7104.09
DRJ51,CHUKWUDI017,DRJ51_CHUKWUDI017,14.1,Low Fat,0.08849163,Dairy,577.92,2014,,Cluster 2,Supermarket Type1,19005.26
DRJ51,CHUKWUDI035,DRJ51_CHUKWUDI035,14.1,Low Fat,0.087977262,Dairy,572.67,2011,Small,Cluster 2,Supermarket Type1,8062.84
DRJ51,CHUKWUDI045,DRJ51_CHUKWUDI045,14.1,Low Fat,0.088172355,Dairy,580.67,2009,,Cluster 2,Supermarket Type1,10366.51
DRJ59,CHUKWUDI010,DRJ59_CHUKWUDI010,11.65,Low Fat,0.03242518,Hard Drinks,97.04,2005,,Cluster 3,Grocery Store,193.08
DRJ59,CHUKWUDI013,DRJ59_CHUKWUDI013,11.65,Low Fat,0.019356132,Hard Drinks,97.79,1994,High,Cluster 3,Supermarket Type1,772.33
